Id,SalePrice
331,84774.74134955299
170,123538.13598437454
2192,101225.41525752179
2571,378070.5241430572
2314,176312.1759012649
2647,94260.0478326037
422,465960.6158289124
2457,408993.19159054407
1838,191424.92318410173
2805,255246.35097800381
1645,154112.8942028648
1711,297880.29165242624
2825,258546.44045459622
322,339861.04168886587
2103,252533.6302547968
342,120772.59257740539
600,109266.19347781058
488,178061.80291892248
1725,295570.6671704643
2246,275124.58458946046
2847,155240.22251269786
806,251882.78753587083
530,231106.14256106722
963,202140.1531051291
2678,93536.07860498688
171,93574.05158652959
2401,461507.8751994702
805,228165.21214803986
2259,226756.89527934
1748,191247.0310772387
1361,133841.73325913295
1677,122888.46324938138
1406,144479.29160423906
2322,249369.157408903
688,148468.59943806625
143,134945.9504487163
804,207087.37710406276
1214,159145.56840514267
2828,150863.88903296352
1999,200875.22995459626
2467,181826.56147572646
2665,142391.50843359547
1538,333428.00543835637
398,112575.81103217564
2822,139343.57548746394
2157,153062.62524174643
1856,179082.81554491687
1269,95490.8019788238
2570,118997.40469692941
2320,237858.17656017718
1517,120402.14866991223
2304,118296.32832803391
1312,101798.25363492237
2012,129929.84915102736
506,244223.0829543863
2865,186110.33833834762
2367,113286.5734301797
554,101931.26485982258
238,128567.68193488171
1954,109853.41886039531
2488,132396.52151758218
2291,96812.18696013781
1969,95162.56955955138
2725,160628.2340933393
1482,163911.98780015248
2763,189837.04132080052
503,252564.19512721308
1584,252267.50016183092
1531,138781.75247288193
2210,158575.4617801712
459,330425.06157091557
556,126723.19631549653
1347,133548.8367046957
1290,88909.54544093485
1388,107487.93462067776
1571,337719.9046719546
2754,194355.75990584865
765,141195.4618934963
2494,121616.24744055272
2870,192828.69210815805
7,206141.63070518896
1114,252435.39416701556
2418,283966.4254480953
291,121245.46123399348
18,382746.1290608887
39,385002.71714164177
1001,249130.06138353466
2442,229517.13161276685
616,121609.78264492165
2680,75386.98163899442
1414,108115.27210232939
289,133449.077918691
40,232256.91940920785
860,125279.96022560861
409,136197.02305656034
673,145775.24294537178
2427,171830.88869732706
2036,198588.02042972576
2564,139659.59383407992
642,153330.54081548954
1008,181741.54256768854
1908,143010.31837486956
2519,202897.94993503438
1369,97903.94835975335
2855,148831.5265587217
712,91645.84964917571
1943,105792.35351724747
1958,131311.62332806626
107,170462.02811713135
2295,217254.75991589355
704,98844.34246675974
676,126844.03074158977
259,181592.81449029507
93,302221.41228064673
106,241877.857436467
2315,173725.43361494906
1050,112221.79623254077
1095,213795.16852828287
2709,142542.59194905544
758,140647.3296676684
1496,161440.21894886383
2370,121158.08569634396
2458,281899.47861393733
2733,136025.01930810363
161,286584.298079373
726,144889.18995284176
845,207134.9196717084
947,266917.14319261257
2232,110237.22342472868
2563,136269.50461931617
2299,156033.27693919683
211,96873.78905220379
605,156103.02133354067
1478,195116.84987423389
2247,272353.5197821641
2274,199930.9629679588
2869,198696.61879795263
967,208180.37514333642
2656,110801.58039768242
667,203056.99940886203
1042,115735.09859996456
2023,146911.62427252386
2447,420534.88974957523
2055,116310.41985661647
2275,285877.74405902275
2204,156052.61463264946
1563,269047.77497688297
483,211423.3907326469
796,136083.78645754472
1526,133006.42106333925
2042,147169.28757308598
442,365606.4578314306
1693,320599.7054211147
1468,220693.34248113784
1430,170466.71160624493
2605,173585.63601528082
1529,174943.34036851948
335,135038.9452134075
1287,126360.17254494863
31,106392.96822225898
1785,296232.1540770222
82,151379.00575542616
2620,127630.00969905988
252,185139.3078041668
721,82844.14706777569
2165,179155.0140092011
2316,181464.24221030978
775,130406.73262458084
1558,105256.16275690385
17,224503.32848173377
1022,244927.62447441346
925,113212.30438454253
438,267098.4381544218
1270,136236.75393104713
1272,118357.02153443791
215,137233.48768284777
266,221785.2316250896
2402,280609.92978000705
1250,121943.19177075566
1984,113178.37115629364
1279,137467.91623671565
377,266690.29148616275
1252,130282.82964127231
2156,273556.44972615194
499,337013.47806370753
1374,124992.58154994251
2898,250031.26272585607
401,114154.78751184969
2721,170187.65429070676
2078,239755.0397428252
2589,118028.01170834652
1946,235137.20571776753
1334,116795.40207363437
2781,231959.33652717836
431,431237.6245747922
576,209143.928808234
1474,206059.57784454673
2254,134794.59504817484
2155,304132.2676411229
885,106272.2088136619
643,123739.01057645405
1944,125788.49443250566
480,198187.7327317431
2845,112878.14667295753
2387,300359.9644365327
2407,189495.2117222255
2527,160802.734076619
2514,152089.19752068917
629,160655.2556255862
80,203154.03498646463
1876,136039.83013619375
1546,118487.06854102471
2518,169500.96598979566
2347,164757.1208923827
783,204835.26458036262
1322,82306.8721969316
194,91533.67309934236
1770,300174.11742024386
2143,142778.64935029577
1229,206460.97850944873
511,297818.5921170559
46,213149.30399292533
1348,151171.48325561572
2465,180258.25480368928
387,237958.2548567879
873,216891.3606247044
1918,114238.4786941897
2764,248707.30288338606
2184,114614.7575693504
934,153825.69251388445
1920,128873.95116706303
2631,146435.9027965339
1768,828442.4830779001
2040,109597.32955347057
1749,216970.6318248107
834,233457.03150089105
1457,231344.3467040952
79,125208.17971386247
2302,119721.44015521488
1817,139153.75502463465
2755,229539.77038067905
359,179903.56998216987
2059,113362.37566952269
2092,261951.5552126452
2516,218803.2581022756
150,108426.83999064482
1656,145448.38929741143
83,103542.06226001664
2411,186585.05828470428
795,85822.00580221544
2312,228459.59594331952
2917,103911.15622939606
1624,180736.48217659298
2215,293104.98952999775
1211,152591.35921512012
1485,168811.12468947776
1024,171843.8650006014
570,202756.84362270383
2874,129029.15103830918
700,140081.18080069058
2756,200175.16307983984
2022,158967.57066359787
583,218461.2313305208
2392,363171.38656446594
2424,190422.53915168022
212,112942.08599234004
736,118360.48638206917
1610,168261.86143499645
890,124716.85729579422
467,188339.61314875202
578,225281.999339225
1747,189482.51071415347
1149,162879.56317041756
2758,261924.12372068156
857,126275.37294940688
2219,257300.75135144618
733,109098.84790249084
2909,120621.22869025113
1798,259909.39911504582
235,134392.3871722558
2366,131993.85282878933
1027,128152.77761218832
1195,129868.61017063237
1303,68541.6108736674
148,169368.03933720614
608,155507.45574741953
2515,190162.67220858816
821,264524.9608808069
2500,269630.9260731459
745,108566.88405530696
741,119264.63107889226
1611,141118.7116407588
2532,122402.26164840312
1081,233707.41363894776
1692,479486.7500717822
2520,189714.2485015618
276,107389.71734905429
1992,125871.52311310245
663,68027.2091193507
418,127085.36514396327
1733,183786.21335718918
2359,146505.62777528493
253,183730.25415698558
1518,169923.75475481182
2035,133320.0552036244
2919,89015.6875916926
1540,218829.2128845491
2120,144417.5709105985
1674,170894.75255545063
256,139628.7854168237
2361,99412.64631155273
978,95183.18538772113
2280,143262.95211692847
2095,230428.17350164597
1709,348241.9071878809
2801,252632.1801467628
1246,107472.74833860475
2373,108938.2146549276
1055,276770.8609760248
2017,119729.08823559077
1099,254055.39419754973
1344,93118.48215519228
835,179355.57007463105
1117,203406.08574724675
2043,91833.41010782639
2085,119054.05221572946
410,151078.76422034024
2650,103767.59325258505
2867,150639.80828562257
1668,115587.91733834184
1161,161496.13053881552
2122,171177.14235306985
2539,133583.69417814934
1047,138679.1512887072
1445,119344.24798149662
541,129984.86222014084
569,210562.4942511985
1276,115706.96736209591
918,133890.77658005877
326,160287.22149386842
1936,121935.87322471406
895,99010.86618312002
257,145568.65789359383
1241,178326.43163181277
1545,117342.47298088793
1189,172390.3499213224
270,155841.77414361655
2066,209363.22235776298
693,108932.42688972974
1259,144061.91339746173
2916,144528.47770334588
2321,281127.847087958
1977,108248.74308540918
1895,147045.56030402606
1240,153048.73037115677
85,153359.4076020409
1823,121174.8827846731
825,306745.4248799941
110,231745.6417808381
697,124416.60482544724
2297,108855.24731810577
1231,126878.7345354239
1355,129129.34622038777
968,371687.387425901
584,222599.60841454452
1315,115486.64943397879
1606,136689.6420222301
206,114593.66347276923
1685,363103.50530207413
2016,128738.92173158917
869,201542.6678250746
2135,128859.75553294769
2346,183194.705058049
2430,237153.91530642344
2198,93686.97701854519
2652,118005.66468863578
27,119612.41465792948
241,170293.50697311288
906,123951.7712838075
1506,112677.64303449029
2098,384521.69876323553
1435,224949.33597120273
2213,119422.17732023342
1274,128376.0204682481
743,64998.851597113535
1737,192278.9955431082
2797,291840.8954812073
2185,80067.10352798662
58,175412.73815640292
830,196390.22560999473
808,117388.92275882374
680,143907.09706371094
1153,118673.24887942684
1291,135937.39387168008
1818,144393.19199670188
2161,176391.12741339378
1883,116201.84031632237
350,377509.2875309899
2473,141008.16531363357
295,172803.63450529784
293,182154.52456708037
859,119059.27703723342
288,83095.50860924205
1578,144805.63308546343
102,171888.13813280014
2831,162577.2499126337
1030,159286.0315896536
2551,130738.82857011339
1286,132391.9478758744
958,341351.64348384005
776,126548.94516783618
72,230185.89028223723
2263,248666.48879412594
1866,145124.25698478075
2876,79722.37029262297
2146,257690.21032447368
103,169769.12904644423
1500,147514.74294299431
492,181735.19697137445
167,130328.03156101564
2597,120686.9023755684
2685,108351.92290361735
1035,140255.1324350297
1220,73485.2491801284
2602,135549.31414438447
2159,210914.31200355996
695,144686.3110361094
1109,258808.69843611217
640,179215.74125135053
1652,151373.62056547558
2090,185273.2156485536
1188,182416.9566406498
2345,245115.24527567407
1059,476976.93029217893
2751,230894.88928948442
128,201280.11195846373
1523,160122.6815100558
2925,180850.2286844969
2145,315055.7363648652
1121,210109.75749156286
566,288606.24432499456
565,224668.75282235738
1331,133574.63011815547
2928,121587.31001774543
156,133186.4570681974
797,151445.11762051322
327,107446.1550020024
2859,134694.2254583464
1453,114513.27387831938
1762,368847.5100771268
1868,200626.47980544058
1760,171808.80964561267
1113,253965.3325778493
1812,191385.60062393532
117,155375.84182308058
1142,213471.47037288573
2342,392775.0519702379
927,123770.45800993148
2478,174046.96212429533
655,86138.73673521778
2064,116359.02898007008
369,261828.99948748096
2239,116222.48888074145
2732,210090.8030355799
1653,168673.9695980068
959,201749.65903047356
2395,353074.93462297186
1412,114112.83601503182
271,244346.47886464532
1484,166282.9014807591
1497,153992.73835309607
552,147767.6494002047
2,119246.27441578521
1855,306395.23653793934
4,267642.8905479512
2292,155352.89964544482
134,135653.16487867673
646,105982.76192038093
42,309132.23220028
532,218671.47024646457
713,98898.99935426845
2561,129090.56297189643
2360,127184.38316371024
1333,128567.2086813774
1407,206885.90484196166
2892,298314.1018050766
574,213307.38279241647
1227,185258.6481598581
2591,211232.4859871039
1476,208165.82891458555
1125,247409.54987035555
1446,128810.7156720427
408,114506.80522441748
1101,297497.4097709029
2251,198640.92169741355
373,193232.8900334671
2554,113930.39657803709
2382,262378.3900293642
1985,88889.41761031227
519,222389.13372486483
1093,182032.31906358353
864,256996.76757766758
2889,150271.28273270768
2308,187603.10052460557
986,155183.0828104593
1302,139755.04632689053
585,157340.23901932623
2708,144348.42080060425
147,132501.63736079505
1441,233022.87968046637
383,171380.75509363686
285,157493.90839206328
181,112372.14795589306
358,172815.5664929575
780,156328.9869378695
258,193287.29860653318
1865,205855.52237812802
692,129365.60018697397
2902,348969.7352059005
508,246525.5829216801
2638,131045.3621296791
36,146883.33425327553
611,164400.733439428
2281,131340.41124992122
1678,125658.06771988093
1696,524344.5215271043
1557,91913.6201479262
2180,154498.03253575414
1726,213085.72485247385
951,142818.3077577856
267,226305.77526817878
2706,133185.67791338373
2221,228439.0889697588
1357,147148.1615706999
2901,333246.84172481793
347,182395.29784135762
2164,191879.62421925482
1586,324318.93675037764
360,153265.48129500914
1769,233977.93080546727
2617,146443.85992825008
1879,146502.36501629802
991,210911.33409286098
1535,112483.80632824688
1191,141967.10402508348
1579,199587.3705048638
1882,135361.02030442795
1510,115215.3149307665
2196,153418.6317042698
1845,177473.58732582937
2336,378159.1751009613
942,100067.93410881697
861,127169.94308246169
2555,104782.57019361443
1392,156387.4876812969
2099,255953.14537788203
1543,133226.03028827315
948,293977.87686999247
1239,163103.07695650792
22,185131.85166145183
2796,238359.57607989124
2747,187836.25577081865
92,279694.04128206376
210,165585.04678260785
1858,213579.58016535052
2228,165055.2111831793
447,199607.14995310074
827,252072.87602724173
1649,214966.38105246046
682,125770.0336849732
2698,112565.22313836958
494,160588.0754309764
214,104811.83401697717
2441,235024.00772359123
2679,106109.61089705308
1336,114638.79069840777
465,186170.5541550326
1524,126192.54321313005
2543,116149.32912655263
631,130899.79267521478
2452,310097.90595291596
228,156940.93058039955
126,167027.79636172965
1092,215966.2142591987
1122,190404.93609956137
932,197242.2768624271
1980,93440.98610172032
2171,113610.85890601533
551,148970.86169071583
2768,162896.13453571312
2056,114237.7287717327
1159,387242.84284535516
2645,112549.84525887319
1174,170435.17561566015
2266,212116.92800420077
2462,458171.3525355591
1219,139836.6211876103
2922,182525.51823552206
118,139423.18880179856
474,180625.26107820327
2576,146761.37136926706
872,304362.43377443677
1077,212087.939295266
1536,136131.3706346447
1150,121671.46844248215
2341,310355.2758664816
1931,139694.7948609693
2785,124785.70294393286
2538,125989.23617203151
597,209516.75422076858
464,187382.16674895442
233,240285.3581587863
2169,133821.6874557351
2123,164680.54931410815
1867,171929.6766807847
137,274295.9120270455
515,233830.96316962797
933,122781.86283744781
2784,155304.24107794356
972,163397.77359821595
599,152637.61036482087
2614,122043.00323528264
2582,143432.45971774287
1409,153944.86002203668
175,98387.8393898017
352,203902.40009877837
976,105136.43834660055
2134,187947.3143562159
984,112193.12371898022
2396,377302.30781762453
1673,143111.35741507736
404,125586.81718487138
607,164522.91395679786
814,168511.45481544823
868,187963.69823977322
2271,179711.80874616062
1633,239713.658097725
337,174067.6729166514
2765,171327.1961737073
1746,281880.24677702866
368,305018.92230824544
2806,206839.55766634966
1662,184256.70153167436
1234,215885.60669632538
1373,127851.61023399695
1672,112178.94950892913
1939,121117.85689020267
